"id","non_teaching_staff","teaching_staff","total"
"47757","27","28","55"
"49931","18","9","27"
"44272","1","1","2"
"54861","2","3","5"
"55092","8","2","10"
"45139","10","25","35"
"54824","0","15","15"
"49121","4","4","8"
"53901","4","8","12"
"48202","8","10","18"
"51280","2","7","9"
"52884","2","3","5"
"53256","25","15","40"
"54809","2","0","2"
"48648","3","0","3"
"46360","120","220","340"
"42564","5","11","16"
"43448","6","12","18"
"48877","34","20","54"
"50611","0","6","6"
"55109","","","1237"
"53451","2","1","3"
"45919","1","3","4"
"44904","6","8","14"
"55311","7","12","19"
"45750","4","29","33"
"44678","5","9","14"
"46637","20","20","40"
"47108","0","8","8"
"54503","0","1","1"
"46422","5","5","10"
"50829","6","13","19"
"46827","22","16","38"
"49938","0","6","6"
"50627","2","4","6"
"49877","1","1","2"
"51698","5","5","10"
"54634","0","12","12"
"50321","0","2","2"
"54026","6","6","12"
"54519","1","4","5"
"42656","5","4","9"
"50767","4","5","9"
"51946","92","106","198"
"55160","45","44","89"
"46336","2","4","6"
"48508","7","12","19"
"46344","0","2","2"
"55236","10","15","25"
"53825","20","20","40"
"47515","3","1","4"
"47575","8","8","16"
"43703","4","5","9"
"44467","8","7","15"
"54176","3","12","15"
"43129","1","0","1"
"53850","10","10","20"
"55556","6","16","22"
"43362","68","61","129"
"46398","6","10","16"
"45347","3","8","11"
"49223","0","3","3"
"49901","0","1","1"
"49936","20","12","32"
"52393","40","70","110"
"51077","8","6","14"
"45465","0","24","24"
"50113","5","8","13"
"45448","20","25","45"
"46145","6","1","7"
"55544","172","72","244"
"47187","7","4","11"
"53522","5","12","17"
"45524","1","0","1"
"48563","0","5","5"
"43892","4","0","4"
"44114","16","10","26"
"55190","1","0","1"
"47150","5","16","21"
"47627","0","2","2"
"48661","4","16","20"
"44534","4","2","6"
"46006","0","3","3"
"52931","0","12","12"
"54707","5","6","11"
"55036","7","16","23"
"46257","4","4","8"
"55901","0","1","1"
"47964","0","4","4"
"48413","30","51","81"
"44296","2","4","6"
"44773","0","5","5"
"48463","15","54","69"
"43976","0","1","1"
"50183","3","0","3"
"44196","4","7","11"
"44947","6","7","13"
"52544","0","8","8"
"47178","2","12","14"
"54839","1","8","9"
"46648","0","3","3"
"45273","36","33","69"
"49880","28","20","48"
"46793","4","0","4"
"46670","8","15","23"
"52495","4","1","5"
"54113","4","1","5"
"45980","3","4","7"
"47648","0","1","1"
"53971","3","12","15"
"44767","0","1","1"
"44858","3","5","8"
"46696","10","27","37"
"49714","1","16","17"
"45535","0","10","10"
"48472","0","4","4"
"49535","8","6","14"
"47088","1","1","2"
"52014","75","60","135"
"50848","9","14","23"
"47473","2","0","2"
"53123","5","4","9"
"45936","14","27","41"
"52802","17","17","34"
"44849","4","0","4"
"53260","9","20","29"
"47072","0","2","2"
"48579","297","612","909"
"45038","0","1","1"
"55140","5","9","14"
"52221","4","3","7"
"54632","0","6","6"
"45603","10","18","28"
"48120","0","15","15"
"49035","0","2","2"
"53704","19","17","36"
"54069","3","13","16"
"55545","5","19","24"
"42581","12","12","24"
"48537","27","44","71"
"49600","0","2","2"
"55807","1133","156","1289"
"48693","2","12","14"
"48312","0","5","5"
"53015","5","15","20"
"46848","83","61","144"
"52146","4","8","12"
"43130","12","22","34"
"50182","1","1","2"
"44555","5","8","13"
"55308","3","2","5"
"42443","0","1","1"
"54829","3","2","5"
"43175","1","2","3"
"51318","3","1","4"
"54913","52","35","87"
"45685","2","5","7"
"55867","0","2","2"
"45337","5","9","14"
"42351","0","10","10"
"48360","1","2","3"
"55518","5","7","12"
"44476","10","7","17"
"51728","11","15","26"
"44194","2","4","6"
"50552","25","45","70"
"52404","2","2","4"
"50702","0","1","1"
"51663","54","126","180"
"54037","1","0","1"
"49753","36","168","204"
"44362","7","6","13"
"44475","0","4","4"
"45905","1","5","6"
"48799","2","10","12"
"46188","16","9","25"
"55116","30","42","72"
"46633","8","43","51"
"44585","5","25","30"
"44796","23","14","37"
"47307","5","12","17"
"48482","0","8","8"
"52419","10","8","18"
"52127","4","5","9"
"43529","10","15","25"
"47680","3","2","5"
"52770","5","0","5"
"54964","4","4","8"
"50988","30","62","92"
"49704","6","10","16"
"50721","1","2","3"
"51843","2","1","3"
"46019","0","1","1"
"46220","11","23","34"
"49686","5","8","13"
"50643","4","5","9"
"45279","40","20","60"
"55880","6","15","21"
"46397","8","7","15"
"52873","2","6","8"
"48291","2","0","2"
"52193","0","12","12"
"46500","4","7","11"
"50985","478","324","802"
"44211","0","1","1"
"51966","68","47","115"
"51651","10","10","20"
"52691","20","22","42"
"54011","3","0","3"
"55329","1","1","2"
"55587","5","6","11"
"55778","7","35","42"
"45760","0","4","4"
"42367","1","1","2"
"46012","0","32","32"
"47096","0","1","1"
"51595","22","16","38"
"43450","0","4","4"
"47402","17","13","30"
"44817","0","1","1"
"47004","4","12","16"
"54510","18","40","58"
"42729","48","57","105"
"52588","2","2","4"
"50807","11","1","12"
"52194","5","4","9"
"55887","3","7","10"
"42769","36","115","151"
"49038","9","8","17"
"49802","4","7","11"
"50586","1","0","1"
"54057","25","35","60"
"50145","1","9","10"
"50340","2","0","2"
"47020","2","2","4"
"49730","","","20"
"50090","5","8","13"
"55369","96","211","307"
"55784","28","48","76"
"52597","10","24","34"
"44989","12","24","36"
"50432","8","9","17"
"54333","0","10","10"
"44411","2","2","4"
"52456","2","1","3"
"44504","1","1","2"
"47157","3","0","3"
"53046","19","16","35"
"48214","12","24","36"
"49334","10","32","42"
"51042","4","0","4"
"48515","2","0","2"
"50513","5","9","14"
"44254","20","54","74"
"48501","0","1","1"
"51602","6","12","18"
"48409","5","5","10"
"49949","20","30","50"
"44598","0","5","5"
"45459","3","3","6"
"45861","6","6","12"
"46685","18","39","57"
"55389","2","2","4"
"47459","","","12"
"53555","5","8","13"
"54819","105","45","150"
"44275","11","8","19"
"52576","8","15","23"
"55569","2","6","8"
"53198","3","3","6"
"50765","2","5","7"
"51375","6","2","8"
"51526","5","8","13"
"44910","41","133","174"
"47483","1","0","1"
"50718","36","28","64"
"47278","4","7","11"
"53625","10","28","38"
"48983","40","72","112"
"45366","20","5","25"
"45867","10","12","22"
"54015","21","58","79"
"47012","2","5","7"
"50277","15","12","27"
"50782","69","198","267"
"53546","3","1","4"
"43028","0","3","3"
"44141","0","1","1"
"45381","12","18","30"
"42598","1","3","4"
"55396","2","4","6"
"44276","5","8","13"
"47826","1","1","2"
"49374","0","2","2"
"49379","0","4","4"
"43055","4","5","9"
"54739","2","4","6"
"44509","6","82","88"
"52754","17","17","34"
"55394","2","3","5"
"46797","4","13","17"
"46735","0","5","5"
"48865","1","0","1"
"42470","12","7","19"
"51197","2","3","5"
"55217","10","5","15"
"49660","0","1","1"
"43959","6","11","17"
"42718","14","17","31"
"49289","0","6","6"
"50699","2","14","16"
"52735","3","6","9"
"54031","4","8","12"
"55010","12","8","20"
"50605","3","0","3"
"55795","3","7","10"
"44620","4","11","15"
"49924","3","5","8"
"51512","25","15","40"
"44770","4","8","12"
"44868","2","8","10"
"46875","3","3","6"
"48111","6","14","20"
"50080","3","7","10"
"48985","110","70","180"
"53730","5","8","13"
"45340","1","0","1"
"45504","2","4","6"
"52722","19","8","27"
"50760","3","3","6"
"51616","4","2","6"
"42690","3","5","8"
"46956","2","6","8"
"48554","20","17","37"
"48651","0","8","8"
"44472","9","7","16"
"48419","0","4","4"
"49084","3","3","6"
"42479","8","14","22"
"54371","1","2","3"
"47868","7","1","8"
"46823","12","4","16"
"46748","56","54","110"
"47545","32","104","136"
"50481","193","69","262"
"48953","2","0","2"
"54583","0","4","4"
"48717","0","20","20"
"53179","2","1","3"
"53088","56","87","143"
"54025","13","15","28"
"47498","1","4","5"
"50775","2","3","5"
"42914","3","5","8"
"46439","2","1","3"
"51444","6","7","13"
"55209","5","21","26"
"50338","3","12","15"
"53491","2","0","2"
"46450","5","15","20"
"42984","5","0","5"
"50834","93","38","131"
"44239","5","12","17"
"46328","10","18","28"
"50374","8","13","21"
"54130","2","2","4"
"54907","9","5","14"
"52187","12","8","20"
"49712","2","8","10"
"43493","9","12","21"
"44712","3","11","14"
"53169","8","38","46"
"51882","14","48","62"
"47935","11","11","22"
"47867","3","0","3"
"54872","5","6","11"
"44303","1","1","2"
"53079","1","0","1"
"52100","3","13","16"
"53698","4","2","6"
"44497","0","1","1"
"46371","60","21","81"
"48201","2","9","11"
"51854","4","10","14"
"50682","10","11","21"
"47682","0","1","1"
"48670","6","12","18"
"53917","48","100","148"
"48608","6","16","22"
"49703","5","0","5"
"51098","293","32","325"
"48614","5","9","14"
"55835","2","5","7"
"43577","10","35","45"
"46795","3","11","14"
"43002","30","43","73"
"51392","15","8","23"
"47382","54","170","224"
"49849","0","5","5"
"50833","2","4","6"
"55530","4","15","19"
"42544","3","10","13"
"44575","4","0","4"
"47198","5","5","10"
"48786","7","8","15"
"45454","0","1","1"
"50642","0","2","2"
"42494","9","6","15"
"53374","1","0","1"
"47741","7","1","8"
"44186","6","27","33"
"47829","0","6","6"
"47688","4","3","7"
"49355","2","2","4"
"42663","9","8","17"
"49127","10","2","12"
"50175","4","8","12"
"42376","0","10","10"
"45586","7","5","12"
"48050","0","2","2"
"55892","5","7","12"
"55894","2","0","2"
"55900","0","18","18"
"49634","10","6","16"
"53574","10","10","20"
"53267","0","1","1"
"44892","15","60","75"
"47492","1","0","1"
"47149","0","2","2"
"46235","0","4","4"
"48931","8","17","25"
"43596","0","5","5"
"50270","5","0","5"
"50333","113","104","217"
"42115","5","0","5"
"55489","1","1","2"
"48404","5","0","5"
"51147","5","5","10"
"44826","0","5","5"
"46761","4","6","10"
"48642","215","292","507"
"46495","15","10","25"
"55161","0","7","7"
"43299","3","0","3"
"43913","6","7","13"
"43962","2","7","9"
"54691","12","4","16"
"43542","10","0","10"
"52346","4","5","9"
"54523","2","3","5"
"54549","18","4","22"
"44530","2","4","6"
"50440","4","0","4"
"50342","0","2","2"
"44713","0","1","1"
"45408","2","4","6"
"55269","8","4","12"
"43941","1","0","1"
"50707","6","8","14"
"42815","4","7","11"
"46537","0","1","1"
"50471","5","0","5"
"50242","2","6","8"
"55170","120","129","249"
"44812","1","0","1"
"54836","3","16","19"
"51461","98","51","149"
"49348","8","5","13"
"54287","12","11","23"
"45812","31","19","50"
"45419","5","25","30"
"44889","1","1","2"
"52382","0","3","3"
"55121","10","19","29"
"55173","9","15","24"
"51615","45","90","135"
"48589","2","8","10"
"52475","8","0","8"
"44853","12","24","36"
"49925","6","9","15"
"50167","5","5","10"
"50086","4","0","4"
"45751","8","16","24"
"47434","1","4","5"
"42529","4","7","11"
"54541","2","0","2"
"49669","10","7","17"
"46710","1","8","9"
"51364","5","1","6"
"46858","0","1","1"
"49262","41","15","56"
"43022","3","5","8"
"43419","0","2","2"
"43569","5","22","27"
"53346","4","25","29"
"52449","17","12","29"
"54608","50","8","58"
"44996","12","5","17"
"48437","6","5","11"
"53693","50","28","78"
"53751","440","610","1050"
"42685","6","6","12"
"43910","1","5","6"
"47759","0","10","10"
"54659","4","9","13"
"48921","1","0","1"
"49911","5","5","10"
"49815","8","15","23"
"43467","63","44","107"
"52820","3","2","5"
"46486","6","0","6"
"52361","12","8","20"
"48448","5","3","8"
"50737","3","5","8"
"52581","4","8","12"
"55742","1","1","2"
"54920","1","7","8"
"43821","3","2","5"
"48138","5","5","10"
"49581","0","20","20"
"42278","6","7","13"
"46212","6","3","9"
"50911","3","5","8"
"45918","3","7","10"
"51647","6","13","19"
"45903","4","2","6"
"55577","12","8","20"
"49893","12","55","67"
"51679","17","8","25"
"51949","105","230","335"
"52178","2","2","4"
"44838","8","4","12"
"51206","11","6","17"
"44318","0","1","1"
"47991","2","4","6"
"48457","5","3","8"
"48604","38","59","97"
"44204","2","3","5"
"50001","51","2","53"
"43519","112","64","176"
"46305","8","36","44"
"43737","2","0","2"
"47659","0","2","2"
"50979","21","6","27"
"51024","","","511"
"44924","2","1","3"
"52934","5","8","13"
"43553","2","0","2"
"53284","7","18","25"
"50365","150","250","400"
"49908","15","18","33"
"54353","12","30","42"
"54317","8","15","23"
"53263","7","15","22"
"47928","4","6","10"
"44269","9","8","17"
"47311","7","8","15"
"50941","6","11","17"
"43943","7","11","18"
"45223","0","28","28"
"52530","82","80","162"
"45949","10","18","28"
"49054","81","106","187"
"45847","5","10","15"
"47349","8","20","28"
"48405","12","12","24"
"45143","10","20","30"
"52147","3","3","6"
"44755","0","5","5"
"43000","4","6","10"
"52753","0","1","1"
"52954","16","10","26"
"46877","0","4","4"
"44881","7","8","15"
"47982","8","23","31"
"42228","9","13","22"
"53537","4","12","16"
"44271","1","1","2"
"52702","176","41","217"
"45046","2","5","7"
"42643","3","3","6"
"45463","10","20","30"
"46463","4","0","4"
"54796","4","7","11"
"55268","2","6","8"
"49222","9","6","15"
"55111","6","18","24"
"55330","17","7","24"
"51884","69","116","185"
"54302","94","108","202"
"44648","4","8","12"
"46867","6","21","27"
"54343","4","14","18"
"46239","10","10","20"
"50426","29","170","199"
"45920","47","0","47"
"44496","8","12","20"
"49485","3","5","8"
"55139","2","6","8"
"42437","3","7","10"
"42944","25","88","113"
"45808","5","7","12"
"48006","6","7","13"
"53605","3","7","10"
"48526","5","8","13"
"52111","0","2","2"
"50805","10","24","34"
"45318","4","4","8"
"47129","2","6","8"
"51764","1","3","4"
"47184","15","24","39"
"48720","3","5","8"
"48885","20","1","21"
"55872","0","1","1"
"46431","3","6","9"
"46194","2","9","11"
"44105","0","3","3"
"50546","2","3","5"
"45152","8","16","24"
"45987","4","6","10"
"50171","0","5","5"
"52673","19","12","31"
"45827","5","23","28"
"44391","15","21","36"
"50032","3","5","8"
"55646","5","12","17"
"43719","3","7","10"
"43691","10","8","18"
"49246","2","0","2"
"44449","1","1","2"
"50656","4","3","7"
"53471","7","12","19"
"42665","10","9","19"
"44998","0","6","6"
"49370","0","31","31"
"49160","16","15","31"
"53101","8","14","22"
"47534","0","1","1"
"51994","0","3","3"
"48456","2","0","2"
"51274","18","37","55"
"43648","4","0","4"
"45747","0","42","42"
"55271","1014","646","1660"
"50491","4","0","4"
"52414","5","10","15"
"48772","1","1","2"
"46367","3","2","5"
"47212","2","2","4"
"47406","4","9","13"
"47553","15","8","23"
"42626","2","6","8"
"47763","4","10","14"
"50045","2","2","4"
"47514","5","14","19"
"43518","12","13","25"
"48970","4","7","11"
"44173","2","0","2"
"46501","62","108","170"
"47076","2","8","10"
"48107","7","10","17"
"52979","12","15","27"
"53619","1","1","2"
"44566","2","4","6"
"53485","92","79","171"
"44426","1","2","3"
"51450","4","8","12"
"46949","1","5","6"
"49953","22","15","37"
"54073","1","3","4"
"44177","0","4","4"
"48816","0","7","7"
"42418","2","2","4"
"44629","0","1","1"
"54169","0","5","5"
"43312","4","8","12"
"50562","8","15","23"
"47266","3","5","8"
"48897","0","2","2"
"54148","6","15","21"
"52929","3","6","9"
"42589","2","0","2"
"53362","5","5","10"
"53399","2","3","5"
"43550","10","10","20"
"43802","5","5","10"
"48790","8","16","24"
"44187","10","3","13"
"52808","25","25","50"
"42737","3","5","8"
"42714","5","8","13"
"42867","2","1","3"
"52214","2","2","4"
"50739","15","11","26"
"43656","5","12","17"
"55385","10","15","25"
"55735","105","54","159"
"51267","10","15","25"
"50206","2","2","4"
"47113","2","0","2"
"49661","20","55","75"
"55926","11","17","28"
"45991","9","21","30"
"51484","21","45","66"
"55235","14","16","30"
"45058","7","8","15"
"48835","10","50","60"
"55045","5","9","14"
"55516","573","335","908"
"45541","2","2","4"
"51812","0","1221","1221"
"48168","0","1","1"
"53981","2","4","6"
"45576","0","1","1"
"44390","0","1","1"
"54894","2","9","11"
"44138","5","5","10"
"55061","9","8","17"
"43406","7","8","15"
"43679","30","37","67"
"44933","10","8","18"
"47061","1","11","12"
"48582","1","1","2"
"53368","12","12","24"
"44346","5","0","5"
"50188","16","111","127"
"50418","2","3","5"
"42997","2","3","5"
"45927","6","7","13"
"46672","17","30","47"
"46425","8","16","24"
"50013","4","2","6"
"51001","5","17","22"
"53657","15","15","30"
"50582","0","8","8"
"54416","4","8","12"
"51072","15","30","45"
"53129","36","23","59"
"55535","2","6","8"
"49894","4","0","4"
"51123","16","16","32"
"52031","6","14","20"
"46976","1","1","2"
"45635","0","1","1"
"47373","2","2","4"
"45453","15","24","39"
"55462","6","6","12"
"44798","2","20","22"
"49585","1","0","1"
"47671","17","30","47"
"50421","10","20","30"
"52981","2","6","8"
"43978","11","11","22"
"54644","3","0","3"
"53748","12","25","37"
"51510","35","30","65"
"45486","2","2","4"
"48328","7","7","14"
"53458","1","3","4"
"43507","2","2","4"
"46138","0","1","1"
"50728","3","6","9"
"49434","9","12","21"
"55804","12","5","17"
"44433","2","8","10"
"47098","1","2","3"
"45349","15","3","18"
"55073","1","2","3"
"55267","1","1","2"
"45578","3","6","9"
"47879","2","1","3"
"55087","9","4","13"
"55379","50","50","100"
"46451","1","2","3"
"52541","2","2","4"
"53463","1","1","2"
"52045","5","10","15"
"49313","0","2","2"
"51792","73","115","188"
"50708","10","5","15"
"55354","3","2","5"
"55874","3","2","5"
"50506","3","11","14"
"54047","20","15","35"
"54083","2","20","22"
"44409","3","0","3"
"45701","0","4","4"
"47117","12","21","33"
"52036","16","11","27"
"47057","6","7","13"
"45836","5","6","11"
"48892","1","8","9"
"51016","0","4","4"
"54395","10","12","22"
"53654","1","0","1"
"43503","2","4","6"
"51868","30","20","50"
"55908","3","4","7"
"44938","0","1","1"
"43881","6","8","14"
"46205","9","27","36"
"55285","0","2","2"
"50507","5","7","12"
"44665","1","3","4"
"46276","2","12","14"
"51951","10","14","24"
"50688","2","3","5"
"54777","13","0","13"
"42930","2","2","4"
"48487","122","30","152"
"50297","3","5","8"
"54311","1","0","1"
"47125","40","60","100"
"55723","1","1","2"
"52279","16","6","22"
"42726","4","9","13"
"49425","2","3","5"
"52409","1","1","2"
"55083","4","0","4"
"55400","2","12","14"
"42705","22","20","42"
"50332","11","7","18"
"52787","3","6","9"
"55414","3","0","3"
"51202","25","40","65"
"43404","3","7","10"
"45217","2","5","7"
"49759","0","4","4"
"50521","2","1","3"
"45951","2","1","3"
"46531","0","5","5"
"42965","3","6","9"
"43266","2","4","6"
"44774","13","22","35"
